2;-0.07218970;0.15765220;0.02601598;-0.06467799;-0.11021003;-0.04741763;-0.00849291;-0.08517671;0.16525201;-0.00082001;0.20101559;-0.09400111;-0.24095154;-0.03855806;-0.07132298;0.10502808;-0.17318565;-0.11375117;-0.05401190;-0.04312823;0.03677056;0.00792625;0.02233679;0.02388875;-0.07130115;-0.38739344;-0.06045648;-0.14430596;0.10500262;-0.10615907;-0.03792205;0.00633568;-0.18873265;-0.10890798;0.02811915;0.05623696;-0.09261026;-0.00130402;0.22034882;0.07587386;-0.12262172;-0.03963809;0.03890217;0.30083984;0.17216615;0.14297481;0.07210793;-0.09329435;0.07350004;-0.28470832;0.07368740;0.15494739;0.07855922;0.02144166;0.13671494;-0.17105022;0.00409932;-0.00890220;-0.20288284;0.09012090;0.08964045;0.04460549;-0.09571951;-0.02546843;0.23589632;0.07040896;-0.03544990;-0.08793147;0.19628814;-0.21947786;-0.04231285;0.06366143;-0.06147837;-0.14037044;-0.29179916;-0.00746331;0.42712849;0.11298259;-0.08042508;0.01216129;-0.03841695;-0.04376347;0.10676890;-0.01744389;-0.16224760;0.05085888;-0.08568246;0.06391341;0.17408964;-0.07551434;-0.00443258;0.16011325;-0.00269528;0.05729719;0.04049984;0.00868398;-0.04706682;-0.00266306;-0.12497745;-0.00188430;0.11845559;-0.10132886;0.01575338;0.11300208;-0.24068761;0.00760470;-0.02510737;-0.10027598;-0.03898026;0.00286872;-0.15214527;-0.06418187;0.20428772;-0.25063267;0.17920262;0.25531295;-0.04646355;0.04545255;0.03738370;-0.02838864;0.03307070;-0.02630394;-0.13736422;-0.08370318;-0.01518057;-0.01603557;-0.04397120;0.00127909
2;-0.10202090;0.07441764;0.05964508;-0.04741321;-0.10581008;-0.02719039;-0.00455664;-0.07145485;0.15496352;-0.00659132;0.18569191;-0.15282950;-0.29059064;-0.03708534;-0.08323452;0.10046227;-0.16953854;-0.08340408;-0.05196968;-0.00770424;0.00533520;0.00343157;0.01971369;0.03580111;-0.08193123;-0.42211494;-0.06340273;-0.13386472;0.07793798;-0.14396836;-0.07912970;0.04039799;-0.16764683;-0.10113815;0.04520211;0.09750387;-0.06104012;-0.01371391;0.22981687;0.05210243;-0.12823088;-0.06438319;0.03556844;0.29199901;0.14916532;0.14399081;0.04251932;-0.09865055;0.07985853;-0.30363259;0.08603346;0.16304561;0.06078961;0.01614730;0.13170201;-0.14668994;-0.00675871;0.00823121;-0.23278145;0.08957654;0.11167548;-0.01436933;-0.10789643;-0.03500545;0.20652068;0.08661398;-0.06068153;-0.10040930;0.18900162;-0.22030583;-0.00593448;0.04598663;-0.03216959;-0.14500234;-0.27562109;0.01889390;0.41990432;0.10816120;-0.11150353;0.01112547;-0.04125508;-0.08358807;0.09727998;0.00945547;-0.13316104;0.04924707;-0.06653421;0.07998829;0.13339373;-0.05815379;0.04229954;0.12536578;-0.00937598;0.01047781;0.06720921;0.03482216;-0.08474325;0.00376782;-0.11503509;0.02117511;0.15785313;-0.10932859;0.04859981;0.08607706;-0.23452699;0.05614495;-0.04009353;-0.16587257;0.01287487;-0.06262839;-0.13381799;-0.03782707;0.21176389;-0.31201205;0.16944779;0.20370980;-0.03681752;0.09143904;-0.00751119;0.02255598;0.03677333;0.00084450;-0.11491285;-0.11812905;-0.00290729;-0.00403602;-0.02293269;-0.02610842
2;-0.08001831;0.09293108;0.02387854;-0.03004703;-0.12783735;-0.00926386;-0.00666699;-0.07281102;0.17690361;-0.03474383;0.19296350;-0.07754017;-0.22429954;-0.05929695;-0.02359162;0.03485081;-0.13781646;-0.16942964;-0.01330424;-0.07958473;0.04391604;-0.00068503;0.03173675;0.05321931;-0.10555863;-0.38895270;-0.03179029;-0.21900684;0.05333075;-0.13329220;-0.06181489;-0.00413352;-0.19777253;-0.10627453;-0.03539367;0.07844342;-0.06675592;-0.04872446;0.23150143;0.00771823;-0.13164055;-0.03135028;0.01800347;0.26355499;0.13254371;0.09561355;0.01077915;0.03075220;0.05665741;-0.24343735;0.08507580;0.17884046;0.11956437;-0.03099344;0.09904022;-0.15160438;-0.04817546;0.00057816;-0.17270927;0.07695457;0.07028184;0.03377458;-0.08641511;-0.05057741;0.25019744;0.13137390;-0.01710544;-0.04516302;0.17860729;-0.19405396;-0.07535698;0.00634177;-0.11223283;-0.15253954;-0.15970324;0.04153353;0.35586563;0.10214628;-0.11372045;0.02520617;-0.04070664;-0.00840364;0.05705660;-0.02383828;-0.12142658;0.08423144;-0.09759676;0.06486024;0.14174886;-0.02625533;-0.00773083;0.16588438;-0.03034554;0.03585071;0.09414815;-0.04694593;-0.02354273;0.02003079;-0.14898807;0.02827297;0.13770729;-0.10510293;-0.00115492;0.08760285;-0.21105683;-0.03239361;-0.03910443;-0.08270343;-0.00597902;0.02292609;-0.15048417;-0.07479078;0.20321889;-0.21292526;0.17332155;0.18889320;-0.02745608;0.10627377;0.04668210;-0.01544095;0.05427694;-0.02029678;-0.21570568;-0.09114812;0.03100241;-0.00474992;-0.02103963;0.04099554
2;-0.11800338;0.03623329;0.06192574;-0.02536811;-0.11939798;-0.01677098;0.02628480;-0.07490057;0.14519940;-0.02905918;0.18358195;-0.11568679;-0.22835235;-0.06452072;-0.03107705;0.05271738;-0.14270186;-0.15789999;0.00700911;-0.06838570;0.03100746;-0.03901534;0.00851524;0.02267789;-0.10482001;-0.41216001;-0.05646104;-0.21622039;0.03773403;-0.11318565;-0.05919563;0.01485869;-0.21281554;-0.10279333;-0.02967887;0.07510923;-0.05713700;0.00006229;0.22271734;-0.01556620;-0.14756507;-0.03613417;0.04651949;0.25995797;0.13320905;0.12913528;-0.00530108;0.02764687;0.04490742;-0.25118017;0.10961043;0.16166693;0.08290343;-0.00506068;0.07986206;-0.13849935;-0.03788041;-0.02842737;-0.18323718;0.08534851;0.09232989;0.01798896;-0.07682349;-0.02422681;0.25536445;0.11930099;-0.01877180;-0.07418457;0.18654278;-0.21523286;-0.03740022;0.00534608;-0.10236752;-0.13889682;-0.19075455;0.04562674;0.36358637;0.07983839;-0.09640322;0.02551720;-0.07153155;-0.03488419;0.08650709;-0.02067971;-0.08514778;0.09852552;-0.07709300;0.06078355;0.15011245;-0.03457814;0.01017703;0.17107706;-0.03505849;0.02281490;0.08443746;-0.02566243;-0.01675591;0.02062015;-0.15155020;0.02092632;0.13320731;-0.09163609;0.01950811;0.10003500;-0.23727527;0.00803823;-0.04595822;-0.06767549;-0.01505481;-0.00210632;-0.13896473;-0.06146661;0.19356249;-0.23493324;0.17930919;0.19473836;-0.02435203;0.08615158;0.03049267;-0.03614128;0.05053147;-0.02421915;-0.22548459;-0.05981594;0.03222760;-0.01476945;-0.02258251;0.05650412
2;-0.10167819;0.04210582;0.05797270;-0.01209067;-0.13002479;0.00004852;-0.00375193;-0.08118434;0.16741718;-0.04532083;0.19526465;-0.08859268;-0.24121836;-0.04612332;-0.03751151;0.04808114;-0.13671230;-0.16282861;-0.01279669;-0.08113024;0.04054219;-0.01122298;0.02252904;0.04046819;-0.09678812;-0.38763401;-0.03884069;-0.22768638;0.05964774;-0.13106464;-0.07363555;-0.00773914;-0.20169267;-0.09084538;-0.04916717;0.09180406;-0.04320432;-0.03001679;0.24498409;-0.03009151;-0.14137635;-0.02446559;0.02535576;0.23809378;0.11435477;0.09880575;-0.00036404;0.00359044;0.06286480;-0.23243357;0.12348921;0.17984512;0.11163292;-0.02517245;0.11551456;-0.16181895;-0.06195084;0.02153263;-0.15575501;0.11415394;0.07822348;0.04220710;-0.06166083;-0.06302626;0.23837911;0.11713681;-0.01105678;-0.06206346;0.18642798;-0.19899769;-0.06713495;0.00480072;-0.10920537;-0.14921039;-0.18772128;0.03761419;0.35192838;0.09120610;-0.14092289;0.03828008;-0.04727304;-0.04232433;0.08493847;-0.01916182;-0.09025379;0.09277345;-0.10251299;0.04898519;0.14955671;-0.02131462;0.02794793;0.18296957;-0.03354158;0.02174447;0.09202434;-0.03204436;-0.03576376;0.01008223;-0.16063648;0.01505474;0.12830561;-0.10338887;0.00633614;0.07612508;-0.21562800;-0.03341959;-0.04593884;-0.06836155;-0.00336159;0.02134415;-0.15667911;-0.07362697;0.23058224;-0.21896511;0.17986955;0.17301738;-0.03062887;0.09989598;0.04764122;0.01414747;0.04143101;-0.01971035;-0.23206241;-0.06796891;0.03192389;-0.01306861;-0.02644129;0.07695292
2;-0.10544372;0.10506935;0.05379967;-0.05300875;-0.13765696;-0.01227440;0.00304757;-0.07764217;0.13320081;-0.05073798;0.14987332;-0.08283496;-0.25581896;-0.05342098;-0.02718134;0.05256425;-0.14046255;-0.17451614;-0.04923870;-0.03826260;0.02777247;0.00525626;0.02352073;0.01426729;-0.07694393;-0.42110449;-0.04695350;-0.15273800;0.04848410;-0.10662030;-0.04247124;0.02128714;-0.22758594;-0.09566686;-0.01522153;0.11353890;-0.06171178;-0.03831581;0.21197815;0.03442398;-0.11303758;-0.04025298;0.01736272;0.27514046;0.16438453;0.09637952;0.04515222;-0.02263048;0.05846399;-0.29173446;0.08124551;0.16772160;0.09239613;0.00767219;0.13011527;-0.15009366;-0.00836638;-0.02035688;-0.17555147;0.06809895;0.05828448;0.02089641;-0.08793555;-0.07051536;0.23885159;0.07958323;-0.01967356;-0.07450277;0.18392463;-0.19404577;-0.05393212;0.03066998;-0.09679069;-0.12319897;-0.22008035;0.03148413;0.37462103;0.11847509;-0.10272926;0.02058569;-0.06864887;-0.04571473;0.05453610;-0.02556393;-0.09770456;0.05618389;-0.08395627;0.11246884;0.17004661;-0.05459873;-0.01097336;0.14670928;-0.01396073;0.02401801;0.05995306;-0.02578354;-0.01964048;0.02037083;-0.14037584;0.03343152;0.13623312;-0.10874546;-0.00566325;0.10143649;-0.22555056;-0.01024671;-0.04956899;-0.10845251;-0.01944816;-0.04986505;-0.17073067;-0.03431546;0.19737349;-0.26344946;0.18878075;0.23116010;-0.07131472;0.08581820;0.02025497;-0.02073973;0.05140930;-0.02542363;-0.18223986;-0.11293393;0.02824788;0.02357636;-0.04465822;0.03002779
2;-0.08112811;0.06552786;0.00439364;-0.04834078;-0.13600785;-0.04273100;0.00189840;-0.07778897;0.19990267;-0.01449744;0.15383618;-0.05693889;-0.23204829;-0.04039671;-0.03743089;0.04084120;-0.14178589;-0.19197245;-0.04205199;-0.07559307;0.03464989;0.01961932;0.00274850;0.06080090;-0.09840964;-0.37879643;-0.05881633;-0.15264902;0.06086055;-0.14013173;-0.00182069;0.03502749;-0.21105716;-0.10181412;0.00278941;0.08063277;-0.05571040;-0.05187722;0.22320510;0.04417215;-0.15212335;-0.03198429;0.02806396;0.28180972;0.13695019;0.10045692;0.01217861;0.00652102;0.04341407;-0.24715619;0.08653103;0.18129219;0.08831921;-0.03597227;0.11085244;-0.14512931;-0.07087229;0.03067994;-0.16599664;0.07849782;0.07365851;0.00319089;-0.10241099;-0.07515638;0.21131679;0.09951150;-0.03687748;-0.06189742;0.17460145;-0.21088383;-0.09041409;0.01544954;-0.08397911;-0.12972683;-0.21345419;0.04295433;0.38990617;0.06828715;-0.09433471;0.03350303;-0.01213292;-0.01275957;0.04280207;-0.01702706;-0.14142871;0.06977921;-0.08008683;0.07778011;0.16669933;0.00893398;-0.01125059;0.15256290;-0.03789914;0.02776715;0.07266043;-0.02517284;-0.00307151;0.00312264;-0.13749792;0.02850788;0.14501572;-0.07869679;0.00590891;0.10208430;-0.18739082;-0.03374146;-0.01520837;-0.09993522;-0.00844155;0.02959030;-0.17431541;-0.08351358;0.19339053;-0.23899955;0.17916350;0.19429903;-0.02599512;0.08009046;0.03390624;-0.02001917;0.05291006;-0.01810039;-0.17613281;-0.09288678;0.03731315;0.00354132;-0.01651590;0.02549991
2;-0.07985490;0.03952374;0.02110770;-0.06043073;-0.10992623;-0.04451586;-0.00656097;-0.07998300;0.17409800;-0.03764059;0.14432003;-0.06915651;-0.23154102;-0.08369546;0.00914614;0.04102895;-0.16814098;-0.15608568;-0.00762341;-0.08458409;0.02385294;0.03071062;0.01320367;0.04600869;-0.09237015;-0.39551598;-0.07255252;-0.18393122;0.05672222;-0.10943535;-0.01913516;0.03166572;-0.18550025;-0.11082663;0.02355704;0.08822361;-0.01699749;-0.03412310;0.22571966;0.04801888;-0.12716039;-0.03364784;0.01636321;0.27294531;0.11385392;0.09072689;0.01609518;-0.00391848;0.06710481;-0.23881419;0.08395748;0.16068059;0.08659855;-0.05569676;0.12460057;-0.14389069;-0.05765206;0.01201559;-0.18933927;0.09298478;0.06788084;-0.03679459;-0.09896177;-0.05461698;0.22858380;0.08623526;-0.04108944;-0.07961092;0.15930630;-0.18794964;-0.06061931;0.02734396;-0.08500222;-0.10856475;-0.21102653;0.03679601;0.36156827;0.05173847;-0.12844300;0.03649554;-0.06018667;-0.03165726;0.08463522;0.02326921;-0.07324197;0.06241765;-0.06333794;0.06469774;0.13894157;-0.03051184;0.00593157;0.16004997;-0.04391695;0.05904956;0.06691501;-0.04161258;-0.03175698;-0.00491746;-0.11037967;0.02384437;0.15270494;-0.08403288;0.02129273;0.09502941;-0.21423143;-0.03668140;-0.02506666;-0.12469712;0.01513035;-0.01337835;-0.14169332;-0.08540651;0.19637237;-0.27758458;0.17309104;0.20471188;-0.05837325;0.10672727;-0.00262642;-0.01644230;0.03828274;-0.02710298;-0.17560793;-0.07414117;0.02537742;0.01265493;-0.04002923;-0.00406259
2;-0.08042802;0.06423390;0.00897891;-0.04672617;-0.13381490;-0.03215696;0.00376337;-0.06286025;0.20219997;-0.01914719;0.15232839;-0.05345943;-0.24435249;-0.05415470;0.00682611;0.05651961;-0.15322407;-0.17208447;-0.03852046;-0.05859278;0.01881300;0.02663212;0.02824566;0.05108650;-0.09804599;-0.41741285;-0.05470747;-0.16659506;0.03812936;-0.12723048;-0.01710751;0.03757705;-0.19541498;-0.09888695;0.02030437;0.09739672;-0.03974509;-0.03601839;0.22330466;0.06252743;-0.15687685;-0.03693921;0.01727261;0.27183920;0.12725873;0.10817274;0.03568491;-0.00824429;0.06933665;-0.24005204;0.08834646;0.15910265;0.09787989;-0.05530381;0.12076750;-0.15529092;-0.04704054;0.01131789;-0.16001502;0.07976128;0.07974926;-0.01155552;-0.08257796;-0.04419411;0.23021059;0.07359909;-0.02217417;-0.07148755;0.13959931;-0.19621240;-0.07261550;0.03922224;-0.09629031;-0.12692240;-0.22445470;0.01619325;0.38882604;0.05471798;-0.11320142;0.02011439;-0.04294672;-0.02131473;0.06367569;0.01321246;-0.11737855;0.06704732;-0.10921992;0.06742730;0.18617782;-0.02331833;0.00156438;0.16538435;-0.02892164;0.05988356;0.05314162;-0.05281936;-0.02425665;-0.00042362;-0.10563064;-0.00186003;0.14262240;-0.07214321;0.00601892;0.09227771;-0.23090622;-0.04110048;-0.03412346;-0.09630289;0.00889662;0.01282759;-0.15276447;-0.09374942;0.19267163;-0.24769534;0.15182881;0.21178287;-0.04585728;0.08367126;0.01190750;-0.01765693;0.03027289;-0.00979639;-0.18058062;-0.06301379;0.03212712;0.01252083;-0.01921474;0.00957140
2;-0.06778876;0.06395701;0.03570296;-0.01489923;-0.13483861;-0.02021180;-0.01243920;-0.08188234;0.14990948;-0.01585689;0.16229777;-0.10308383;-0.24601257;-0.06911118;-0.02244429;0.04005012;-0.12501119;-0.18729921;-0.03272003;-0.06409983;0.03669457;0.00766172;0.02022544;0.05369362;-0.10216928;-0.40542439;-0.04158189;-0.19137423;0.03529793;-0.10481949;-0.02352969;0.01289596;-0.19393112;-0.12394731;0.00587083;0.07875305;-0.03036545;-0.05108597;0.20796998;-0.00784856;-0.14383568;-0.01681072;0.06096914;0.26034492;0.09479995;0.11134119;0.02853846;0.01583174;0.03759709;-0.26485598;0.09680254;0.15819311;0.07033292;-0.02795210;0.11686619;-0.15594061;-0.05059663;0.06081855;-0.16935959;0.10717917;0.07278683;0.02210192;-0.10584284;-0.06585178;0.25889367;0.11958072;-0.03113542;-0.07641657;0.13987847;-0.18789263;-0.08989654;0.02107661;-0.09902073;-0.11066529;-0.20769191;0.06194645;0.40186778;0.05907465;-0.12926193;0.02831574;-0.03377399;0.01979799;0.06571387;-0.02836055;-0.10089315;0.05538207;-0.09324023;0.04192144;0.14898056;-0.00098608;-0.00721523;0.15102567;-0.02806253;0.01566086;0.09430294;-0.03011162;-0.02774766;-0.00534717;-0.15256028;0.01265162;0.16031924;-0.07559308;0.00143742;0.08044586;-0.21313480;-0.04824937;-0.04118777;-0.10492519;0.03347136;0.02435659;-0.14892510;-0.07349837;0.20017378;-0.25946480;0.17286864;0.18371211;-0.00579727;0.10261452;0.03529397;-0.01092079;0.04808257;0.00281352;-0.18499470;-0.10122375;0.05321324;-0.00209205;-0.03103106;0.02148786
